mode,ts,elapsed_s,waiting,stale,source
OFF,1789150166.1549022,37.69015717506409,23.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150166.4047039,37.939958810806274,23.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150166.655684,38.19093894958496,22.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150166.9064867,38.441741704940796,22.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150167.157549,38.69280385971069,23.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150167.4077723,38.94302725791931,21.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150167.6581879,39.193442821502686,22.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150167.9080458,39.44330072402954,21.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150168.1583927,39.693647623062134,24.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150168.4083817,39.943636655807495,22.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150168.6579947,40.19324970245361,23.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150168.907954,40.44320893287659,19.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150169.1581438,40.69339871406555,19.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
OFF,1789150169.407922,40.94317698478699,18.0,False,/content/DoS-Stress-Testing/runs/demo-20260911-180828-5190b1-flood-off/gateway_samples.jsonl
